Date,Start (ET),Visitor,Visitor PTS,Home,Home PTS,,,Attend.,Notes
Thu Jan 24 2019,8:00p,NOP,116,OKC,122,Box Score,,18203,
Thu Jan 24 2019,8:00p,GSW,126,WAS,118,Box Score,,20409,
Thu Jan 24 2019,9:00p,POR,120,PHO,106,Box Score,,15441,
Thu Jan 24 2019,10:30p,MIN,120,LAL,105,Box Score,,18997,
Fri Jan 25 2019,7:00p,WAS,95,ORL,91,Box Score,,17216,
Fri Jan 25 2019,7:30p,NYK,99,BRK,109,Box Score,,17033,
Fri Jan 25 2019,7:30p,MIA,100,CLE,94,Box Score,,19432,
Fri Jan 25 2019,8:00p,LAC,106,CHI,101,Box Score,,19354,
Fri Jan 25 2019,8:00p,TOR,119,HOU,121,Box Score,,18055,
Fri Jan 25 2019,8:00p,SAC,99,MEM,96,Box Score,,14486,
Fri Jan 25 2019,8:30p,DET,101,DAL,106,Box Score,,20327,
Fri Jan 25 2019,8:30p,CHO,99,MIL,108,Box Score,,17803,
Fri Jan 25 2019,9:00p,PHO,95,DEN,132,Box Score,,17425,
Fri Jan 25 2019,9:00p,MIN,102,UTA,106,Box Score,,18306,
Sat Jan 26 2019,6:00p,SAS,126,NOP,114,Box Score,,17724,
Sat Jan 26 2019,8:00p,IND,103,MEM,106,Box Score,,14486,
Sat Jan 26 2019,8:30p,GSW,115,BOS,111,Box Score,,18624,
Sat Jan 26 2019,9:00p,PHI,110,DEN,126,Box Score,,19673,
Sat Jan 26 2019,10:00p,ATL,111,POR,120,Box Score,,19629,
Sun Jan 27 2019,3:30p,CLE,104,CHI,101,Box Score,,19675,
Sun Jan 27 2019,3:30p,SAC,108,LAC,122,Box Score,,19068,
Sun Jan 27 2019,6:00p,MIL,112,OKC,118,Box Score,,18203,
Sun Jan 27 2019,7:00p,TOR,123,DAL,120,Box Score,,20308,
Sun Jan 27 2019,7:00p,ORL,98,HOU,103,Box Score,,18055,
Sun Jan 27 2019,7:00p,UTA,125,MIN,111,Box Score,,14542,
Sun Jan 27 2019,7:00p,WAS,119,SAS,132,Box Score,,18354,
Sun Jan 27 2019,7:30p,MIA,106,NYK,97,Box Score,,18852,
Sun Jan 27 2019,9:30p,PHO,102,LAL,116,Box Score,,18997,
Mon Jan 28 2019,7:00p,NYK,92,CHO,101,Box Score,,13963,
Mon Jan 28 2019,7:00p,GSW,132,IND,100,Box Score,,17923,
Mon Jan 28 2019,7:30p,BRK,104,BOS,112,Box Score,,18624,
Mon Jan 28 2019,8:00p,DEN,95,MEM,92,Box Score,,12917,
Mon Jan 28 2019,10:30p,ATL,123,LAC,118,Box Score,,17382,
Tue Jan 29 2019,7:00p,WAS,113,CLE,116,Box Score,,19432,
Tue Jan 29 2019,7:00p,MIL,115,DET,105,Box Score,,14187,
Tue Jan 29 2019,7:00p,OKC,126,ORL,117,Box Score,,16341,
Tue Jan 29 2019,7:30p,CHI,117,BRK,122,Box Score,,12726,
Tue Jan 29 2019,8:00p,NOP,121,HOU,116,Box Score,,18055,
Tue Jan 29 2019,8:30p,PHO,124,SAS,126,Box Score,,18121,
Tue Jan 29 2019,10:30p,PHI,121,LAL,105,Box Score,,18997,
Wed Jan 30 2019,7:30p,CHO,94,BOS,126,Box Score,,18624,
Wed Jan 30 2019,7:30p,CHI,105,MIA,89,Box Score,,19600,
Wed Jan 30 2019,7:30p,DAL,114,NYK,90,Box Score,,18842,
Wed Jan 30 2019,8:00p,MEM,97,MIN,99,Box Score,OT,13615,
Wed Jan 30 2019,8:00p,DEN,105,NOP,99,Box Score,,14211,
Wed Jan 30 2019,8:00p,IND,89,WAS,107,Box Score,,15354,
Wed Jan 30 2019,10:00p,ATL,113,SAC,135,Box Score,,17583,
Wed Jan 30 2019,10:30p,UTA,105,POR,132,Box Score,,19393,
Thu Jan 31 2019,7:00p,DAL,89,DET,93,Box Score,,14075,
Thu Jan 31 2019,7:00p,IND,100,ORL,107,Box Score,,16625,
Thu Jan 31 2019,8:00p,MIL,105,TOR,92,Box Score,,19800,
Thu Jan 31 2019,8:30p,BRK,114,SAS,117,Box Score,,18057,
Thu Jan 31 2019,10:30p,PHI,113,GSW,104,Box Score,,19596,
Thu Jan 31 2019,10:30p,LAL,123,LAC,120,Box Score,OT,19068,
Fri Feb 1 2019,7:00p,MEM,92,CHO,100,Box Score,,15387,
Fri Feb 1 2019,7:30p,BOS,113,NYK,99,Box Score,,18343,
Fri Feb 1 2019,8:00p,OKC,118,MIA,102,Box Score,,19600,
Fri Feb 1 2019,9:00p,ATL,112,UTA,128,Box Score,,18306,
Fri Feb 1 2019,10:00p,HOU,122,DEN,136,Box Score,,20106,
Sat Feb 2 2019,5:00p,LAC,111,DET,101,Box Score,,17862,
Sat Feb 2 2019,7:00p,CHI,118,CHO,125,Box Score,,19114,
Sat Feb 2 2019,7:00p,BRK,89,ORL,102,Box Score,,17385,
Sat Feb 2 2019,7:00p,MIL,131,WAS,115,Box Score,,20409,
Sat Feb 2 2019,7:30p,DAL,111,CLE,98,Box Score,,19432,
Sat Feb 2 2019,7:30p,IND,95,MIA,88,Box Score,,19600,
Sat Feb 2 2019,8:30p,LAL,101,GSW,115,Box Score,,19596,
Sat Feb 2 2019,8:30p,NOP,108,SAS,113,Box Score,,18354,
Sat Feb 2 2019,9:00p,DEN,107,MIN,106,Box Score,,17208,
Sat Feb 2 2019,9:00p,ATL,118,PHO,112,Box Score,,15534,
Sat Feb 2 2019,9:00p,HOU,125,UTA,98,Box Score,,18306,
Sat Feb 2 2019,10:00p,PHI,108,SAC,115,Box Score,,17583,
Sun Feb 3 2019,1:00p,MEM,96,NYK,84,Box Score,,17025,
Sun Feb 3 2019,2:00p,OKC,129,BOS,134,Box Score,,18624,
Sun Feb 3 2019,3:00p,LAC,103,TOR,121,Box Score,,19800,
Mon Feb 4 2019,7:00p,DEN,103,DET,129,Box Score,,12589,
Mon Feb 4 2019,7:00p,ATL,137,WAS,129,Box Score,,15025,
Mon Feb 4 2019,7:30p,MIL,113,BRK,94,Box Score,,16209,
Mon Feb 4 2019,8:00p,IND,109,NOP,107,Box Score,,15780,
Mon Feb 4 2019,9:00p,HOU,118,PHO,110,Box Score,,15740,
Mon Feb 4 2019,10:00p,SAS,112,SAC,127,Box Score,,16245,
Tue Feb 5 2019,7:00p,LAC,117,CHO,115,Box Score,,14300,
Tue Feb 5 2019,7:00p,BOS,103,CLE,96,Box Score,,19432,
Tue Feb 5 2019,7:00p,LAL,94,IND,136,Box Score,,17265,
Tue Feb 5 2019,7:30p,DET,105,NYK,92,Box Score,,17853,
Tue Feb 5 2019,8:00p,MIN,106,MEM,108,Box Score,,13454,
Tue Feb 5 2019,8:00p,ORL,122,OKC,132,Box Score,,18203,
Tue Feb 5 2019,8:00p,TOR,119,PHI,107,Box Score,,20472,
Tue Feb 5 2019,10:30p,MIA,118,POR,108,Box Score,,19468,
Wed Feb 6 2019,7:30p,DEN,130,BRK,135,Box Score,,14516,
Wed Feb 6 2019,8:00p,NOP,125,CHI,120,Box Score,,18116,
Wed Feb 6 2019,8:00p,WAS,129,MIL,148,Box Score,,17360,
Wed Feb 6 2019,8:30p,CHO,93,DAL,99,Box Score,,19606,
Wed Feb 6 2019,9:00p,PHO,88,UTA,116,Box Score,,18306,
Wed Feb 6 2019,10:00p,HOU,127,SAC,101,Box Score,,17583,
Wed Feb 6 2019,10:30p,SAS,102,GSW,141,Box Score,,19596,
Thu Feb 7 2019,7:00p,LAC,92,IND,116,Box Score,,15756,
Thu Feb 7 2019,7:00p,MIN,112,ORL,122,Box Score,,17184,
Thu Feb 7 2019,7:30p,TOR,119,ATL,101,Box Score,,16036,
Thu Feb 7 2019,8:00p,LAL,129,BOS,128,Box Score,,18624,
Thu Feb 7 2019,8:00p,MEM,95,OKC,117,Box Score,,18203,
Thu Feb 7 2019,10:30p,SAS,118,POR,127,Box Score,,19393,
Fri Feb 8 2019,7:00p,NYK,103,DET,120,Box Score,,14430,
Fri Feb 8 2019,7:00p,DEN,110,PHI,117,Box Score,,20627,
Fri Feb 8 2019,7:00p,CLE,106,WAS,119,Box Score,,16682,
Fri Feb 8 2019,7:30p,CHI,125,BRK,106,Box Score,,15267,
Fri Feb 8 2019,8:30p,MIL,122,DAL,107,Box Score,,20420,
Fri Feb 8 2019,9:00p,GSW,117,PHO,107,Box Score,,17081,
Fri Feb 8 2019,9:30p,MIN,117,NOP,122,Box Score,,16980,
Fri Feb 8 2019,10:00p,MIA,96,SAC,102,Box Score,,17583,
Sat Feb 9 2019,5:00p,SAS,105,UTA,125,Box Score,,18306,
Sat Feb 9 2019,7:00p,CLE,90,IND,105,Box Score,,17923,
Sat Feb 9 2019,7:30p,CHO,129,ATL,120,Box Score,,15048,
Sat Feb 9 2019,7:30p,TOR,104,NYK,99,Box Score,,18886,
Sat Feb 9 2019,8:00p,LAC,123,BOS,112,Box Score,,18624,
Sat Feb 9 2019,8:00p,WAS,134,CHI,125,Box Score,,19942,
Sat Feb 9 2019,8:00p,NOP,90,MEM,99,Box Score,,16841,
Sat Feb 9 2019,8:30p,OKC,117,HOU,112,Box Score,,18061,
Sat Feb 9 2019,9:00p,ORL,103,MIL,83,Box Score,,17812,
Sun Feb 10 2019,3:00p,POR,101,DAL,102,Box Score,,20340,
Sun Feb 10 2019,3:30p,LAL,120,PHI,143,Box Score,,20683,
Sun Feb 10 2019,6:00p,PHO,104,SAC,117,Box Score,,17583,
Sun Feb 10 2019,7:30p,ORL,124,ATL,108,Box Score,,13370,
Sun Feb 10 2019,8:30p,MIA,118,GSW,120,Box Score,,19596,
Mon Feb 11 2019,7:00p,NYK,104,CLE,107,Box Score,,19432,
Mon Feb 11 2019,7:00p,WAS,112,DET,121,Box Score,,15246,
Mon Feb 11 2019,7:00p,CHO,90,IND,99,Box Score,,15734,
Mon Feb 11 2019,7:30p,BRK,125,TOR,127,Box Score,,19800,
Mon Feb 11 2019,8:00p,MIL,112,CHI,99,Box Score,,18833,
Mon Feb 11 2019,8:00p,DAL,104,HOU,120,Box Score,,18055,
Mon Feb 11 2019,8:00p,LAC,120,MIN,130,Box Score,,13782,
Mon Feb 11 2019,8:00p,POR,111,OKC,120,Box Score,,18203,
Mon Feb 11 2019,9:00p,MIA,87,DEN,103,Box Score,,18378,
Tue Feb 12 2019,7:30p,LAL,113,ATL,117,Box Score,,16824,
Tue Feb 12 2019,8:00p,SAS,108,MEM,107,Box Score,,13788,
Tue Feb 12 2019,8:00p,ORL,118,NOP,88,Box Score,,15733,
Tue Feb 12 2019,8:00p,BOS,112,PHI,109,Box Score,,20582,
Tue Feb 12 2019,10:30p,UTA,108,GSW,115,Box Score,,19596,
Wed Feb 13 2019,7:00p,BRK,148,CLE,139,Box Score,3OT,17434,
Wed Feb 13 2019,7:00p,MIL,106,IND,97,Box Score,,17311,
Wed Feb 13 2019,7:30p,DET,110,BOS,118,Box Score,,18624,
Wed Feb 13 2019,7:30p,PHI,126,NYK,111,Box Score,,18983,
Wed Feb 13 2019,7:30p,WAS,120,TOR,129,Box Score,,19800,
Wed Feb 13 2019,8:00p,MEM,110,CHI,122,Box Score,,19114,
Wed Feb 13 2019,8:00p,HOU,111,MIN,121,Box Score,,15131,
Wed Feb 13 2019,8:30p,MIA,112,DAL,101,Box Score,,20364,
Wed Feb 13 2019,9:00p,SAC,118,DEN,120,Box Score,,17938,
Wed Feb 13 2019,10:30p,PHO,107,LAC,134,Box Score,,17703,
Wed Feb 13 2019,10:30p,GSW,107,POR,129,Box Score,,19549,
Thu Feb 14 2019,7:00p,CHO,89,ORL,127,Box Score,,18846,
Thu Feb 14 2019,7:30p,NYK,106,ATL,91,Box Score,,14179,
Thu Feb 14 2019,8:00p,OKC,122,NOP,131,Box Score,,15686,
Thu Feb 21 2019,7:00p,PHO,98,CLE,111,Box Score,,19022,
Thu Feb 21 2019,7:00p,MIA,102,PHI,106,Box Score,,20505,
Thu Feb 21 2019,7:30p,POR,113,BRK,99,Box Score,,17732,
Thu Feb 21 2019,8:00p,BOS,97,MIL,98,Box Score,,17926,
Thu Feb 21 2019,10:30p,SAC,123,GSW,125,Box Score,,19596,
Thu Feb 21 2019,10:30p,HOU,106,LAL,111,Box Score,,18997,
Fri Feb 22 2019,7:00p,WAS,110,CHO,123,Box Score,,15572,
Fri Feb 22 2019,7:00p,NOP,111,IND,126,Box Score,,16962,
Fri Feb 22 2019,7:00p,CHI,110,ORL,109,Box Score,,18846,
Fri Feb 22 2019,7:00p,SAS,117,TOR,120,Box Score,,20058,
Fri Feb 22 2019,7:30p,DET,125,ATL,122,Box Score,,14067,
Fri Feb 22 2019,7:30p,MIN,115,NYK,104,Box Score,,19096,
Fri Feb 22 2019,8:00p,LAC,112,MEM,106,Box Score,,16444,
Fri Feb 22 2019,8:30p,DEN,114,DAL,104,Box Score,,20382,
Fri Feb 22 2019,9:30p,UTA,147,OKC,148,Box Score,2OT,18203,
Sat Feb 23 2019,1:00p,POR,130,PHI,115,Box Score,,20619,
Sat Feb 23 2019,7:00p,PHO,112,ATL,120,Box Score,,15214,
Sat Feb 23 2019,7:00p,BRK,117,CHO,115,Box Score,,19158,
Sat Feb 23 2019,7:00p,MEM,107,CLE,112,Box Score,,19432,
Sat Feb 23 2019,7:00p,LAL,115,NOP,128,Box Score,,18626,
Sat Feb 23 2019,7:00p,IND,119,WAS,112,Box Score,,19648,
Sat Feb 23 2019,7:30p,DET,119,MIA,96,Box Score,,19600,
Sat Feb 23 2019,8:00p,BOS,116,CHI,126,Box Score,,21295,
Sat Feb 23 2019,8:00p,SAC,119,OKC,116,Box Score,,18203,
Sat Feb 23 2019,8:30p,HOU,118,GSW,112,Box Score,,19596,
Sat Feb 23 2019,8:30p,MIN,128,MIL,140,Box Score,,17972,
Sat Feb 23 2019,10:00p,DAL,109,UTA,125,Box Score,,18306,
Sun Feb 24 2019,3:30p,ORL,113,TOR,98,Box Score,,19800,
Sun Feb 24 2019,5:00p,LAC,96,DEN,123,Box Score,,19956,
Sun Feb 24 2019,7:30p,SAS,118,NYK,130,Box Score,,18019,
Mon Feb 25 2019,7:00p,GSW,121,CHO,110,Box Score,,19419,
Mon Feb 25 2019,7:00p,POR,123,CLE,110,Box Score,,19432,
Mon Feb 25 2019,7:00p,IND,109,DET,113,Box Score,,15321,
Mon Feb 25 2019,7:30p,SAS,85,BRK,101,Box Score,,13479,
Mon Feb 25 2019,7:30p,PHO,124,MIA,121,Box Score,,19600,
Mon Feb 25 2019,8:00p,MIL,117,CHI,106,Box Score,,20936,
Mon Feb 25 2019,8:00p,ATL,111,HOU,119,Box Score,,18055,
Mon Feb 25 2019,8:00p,LAL,105,MEM,110,Box Score,,17794,
Mon Feb 25 2019,8:00p,SAC,105,MIN,112,Box Score,,13691,
Mon Feb 25 2019,8:00p,PHI,111,NOP,110,Box Score,,17194,
Mon Feb 25 2019,10:30p,DAL,112,LAC,121,Box Score,,19068,
Tue Feb 26 2019,7:30p,ORL,103,NYK,108,Box Score,,17833,
Tue Feb 26 2019,8:00p,BOS,95,TOR,118,Box Score,,19800,
Tue Feb 26 2019,10:30p,OKC,112,DEN,121,Box Score,,18378,
Wed Feb 27 2019,7:00p,HOU,118,CHO,113,Box Score,,17903,
Wed Feb 27 2019,7:30p,MIN,123,ATL,131,Box Score,OT,14101,
Wed Feb 27 2019,7:30p,WAS,125,BRK,116,Box Score,,13683,
Wed Feb 27 2019,7:30p,GSW,125,MIA,126,Box Score,,19647,
Wed Feb 27 2019,8:00p,POR,97,BOS,92,Box Score,,18624,
Wed Feb 27 2019,8:00p,CHI,109,MEM,107,Box Score,,13711,
Wed Feb 27 2019,8:30p,IND,101,DAL,110,Box Score,,19978,
Wed Feb 27 2019,8:30p,DET,93,SAS,105,Box Score,,18354,
Wed Feb 27 2019,9:00p,LAC,105,UTA,111,Box Score,,18306,
Wed Feb 27 2019,10:00p,MIL,141,SAC,140,Box Score,OT,17583,
Wed Feb 27 2019,10:30p,NOP,119,LAL,125,Box Score,,18997,
Thu Feb 28 2019,7:00p,MIN,115,IND,122,Box Score,,17003,
Thu Feb 28 2019,7:00p,GSW,96,ORL,103,Box Score,,18846,
Thu Feb 28 2019,7:30p,CLE,125,NYK,118,Box Score,,17573,
Thu Feb 28 2019,8:00p,MIA,118,HOU,121,Box Score,,18119,
Thu Feb 28 2019,8:00p,PHI,108,OKC,104,Box Score,,18203,
Thu Feb 28 2019,10:30p,UTA,111,DEN,104,Box Score,,19520,
Fri Mar 1 2019,7:30p,CHI,168,ATL,161,Box Score,4OT,15267,
Fri Mar 1 2019,7:30p,CHO,123,BRK,112,Box Score,,15578,
Fri Mar 1 2019,8:00p,WAS,96,BOS,107,Box Score,,18624,
Fri Mar 1 2019,8:00p,POR,117,TOR,119,Box Score,,19800,
Fri Mar 1 2019,9:00p,NOP,130,PHO,116,Box Score,,14123,
Fri Mar 1 2019,10:00p,LAC,116,SAC,109,Box Score,,17583,
Fri Mar 1 2019,10:30p,MIL,131,LAL,120,Box Score,,18997,
Sat Mar 2 2019,5:00p,DET,129,CLE,93,Box Score,,19432,
Sat Mar 2 2019,7:00p,ORL,117,IND,112,Box Score,,17923,
Sat Mar 2 2019,7:30p,BRK,88,MIA,117,Box Score,,19600,
Sat Mar 2 2019,8:30p,MEM,111,DAL,81,Box Score,,20233,
Sat Mar 2 2019,8:30p,GSW,120,PHI,117,Box Score,,20624,
Sat Mar 2 2019,8:30p,OKC,102,SAS,116,Box Score,,18439,
Sat Mar 2 2019,9:00p,NOP,120,DEN,112,Box Score,,19978,
Sat Mar 2 2019,9:00p,LAL,109,PHO,118,Box Score,,18055,
Sat Mar 2 2019,9:00p,MIL,111,UTA,115,Box Score,,18306,
Sun Mar 3 2019,1:00p,POR,118,CHO,108,Box Score,,18355,
Sun Mar 3 2019,3:30p,HOU,115,BOS,104,Box Score,,18624,
Sun Mar 3 2019,3:30p,ATL,123,CHI,118,Box Score,,20526,
Sun Mar 3 2019,3:30p,NYK,107,LAC,128,Box Score,,19068,
Sun Mar 3 2019,6:00p,ORL,93,CLE,107,Box Score,,19432,
Sun Mar 3 2019,6:00p,TOR,107,DET,112,Box Score,OT,19161,
Sun Mar 3 2019,6:00p,MIN,121,WAS,135,Box Score,,17869,
Sun Mar 3 2019,7:00p,MEM,95,OKC,99,Box Score,,18203,
Mon Mar 4 2019,7:30p,DAL,88,BRK,127,Box Score,,17064,
Mon Mar 4 2019,7:30p,ATL,113,MIA,114,Box Score,,19600,
Mon Mar 4 2019,8:30p,DEN,103,SAS,104,Box Score,,18354,
Mon Mar 4 2019,9:00p,MIL,105,PHO,114,Box Score,,18055,
Mon Mar 4 2019,9:00p,NOP,115,UTA,112,Box Score,,18306,
Mon Mar 4 2019,10:00p,NYK,108,SAC,115,Box Score,,17034,
Mon Mar 4 2019,10:30p,LAC,113,LAL,105,Box Score,,18997,
Tue Mar 5 2019,7:00p,CHI,96,IND,105,Box Score,,15753,
Tue Mar 5 2019,7:00p,ORL,106,PHI,114,Box Score,,20379,
Tue Mar 5 2019,8:00p,POR,111,MEM,120,Box Score,,13801,
Tue Mar 5 2019,8:00p,OKC,120,MIN,131,Box Score,,15728,
Tue Mar 5 2019,8:00p,HOU,107,TOR,95,Box Score,,19800,
Tue Mar 5 2019,10:30p,BOS,128,GSW,95,Box Score,,19596,
Wed Mar 6 2019,7:00p,MIA,91,CHO,84,Box Score,,18137,
Wed Mar 6 2019,7:00p,MIN,114,DET,131,Box Score,,15240,
Wed Mar 6 2019,7:00p,DAL,123,WAS,132,Box Score,,16867,
Wed Mar 6 2019,7:30p,SAS,111,ATL,104,Box Score,,15208,
Wed Mar 6 2019,7:30p,CLE,107,BRK,113,Box Score,,14177,
Wed Mar 6 2019,8:00p,PHI,107,CHI,108,Box Score,,19927,
Wed Mar 6 2019,8:00p,UTA,114,NOP,104,Box Score,,14681,
Wed Mar 6 2019,9:00p,NYK,96,PHO,107,Box Score,,14427,
Wed Mar 6 2019,10:00p,BOS,111,SAC,109,Box Score,,17583,
Wed Mar 6 2019,10:30p,DEN,115,LAL,99,Box Score,,18997,
Thu Mar 7 2019,8:00p,IND,98,MIL,117,Box Score,,17884,
Thu Mar 7 2019,10:30p,OKC,129,POR,121,Box Score,OT,20037,
Fri Mar 8 2019,7:00p,WAS,111,CHO,112,Box Score,,18144,
Fri Mar 8 2019,7:00p,DAL,106,ORL,111,Box Score,,19196,
Fri Mar 8 2019,8:00p,DET,112,CHI,104,Box Score,,21048,
Fri Mar 8 2019,8:00p,PHI,91,HOU,107,Box Score,,18055,
Fri Mar 8 2019,8:00p,UTA,104,MEM,114,Box Score,,15407,
Fri Mar 8 2019,8:00p,CLE,110,MIA,126,Box Score,,19600,
Fri Mar 8 2019,8:00p,TOR,127,NOP,104,Box Score,,17325,
Fri Mar 8 2019,10:30p,DEN,105,GSW,122,Box Score,,19596,
Fri Mar 8 2019,10:30p,OKC,110,LAC,118,Box Score,,17915,
Sat Mar 9 2019,12:00p,SAC,102,NYK,94,Box Score,,19812,
Sat Mar 9 2019,7:00p,BRK,114,ATL,112,Box Score,,16527,
Sat Mar 9 2019,8:00p,WAS,130,MIN,135,Box Score,OT,14381,
Sat Mar 9 2019,8:30p,BOS,120,LAL,107,Box Score,,18997,
Sat Mar 9 2019,9:00p,CHO,114,MIL,131,Box Score,,17996,
Sat Mar 9 2019,10:00p,PHO,120,POR,127,Box Score,,19851,
Sun Mar 10 2019,12:00p,CHI,108,DET,131,Box Score,,19356,
Sun Mar 10 2019,3:30p,TOR,125,MIA,104,Box Score,,19600,
Sun Mar 10 2019,3:30p,IND,89,PHI,106,Box Score,,20636,
Sun Mar 10 2019,6:00p,NOP,116,ATL,128,Box Score,,14337,
Sun Mar 10 2019,6:00p,ORL,97,MEM,105,Box Score,,16627,
Sun Mar 10 2019,7:00p,HOU,94,DAL,93,Box Score,,20423,
Sun Mar 10 2019,8:00p,NYK,92,MIN,103,Box Score,,13806,
Sun Mar 10 2019,8:00p,MIL,114,SAS,121,Box Score,,18594,
Sun Mar 10 2019,8:30p,PHO,115,GSW,111,Box Score,,19596,
Mon Mar 11 2019,7:00p,TOR,101,CLE,126,Box Score,,19432,
Mon Mar 11 2019,7:00p,SAC,115,WAS,121,Box Score,,15012,
Mon Mar 11 2019,7:30p,DET,75,BRK,103,Box Score,,17732,
Mon Mar 11 2019,8:00p,CHO,106,HOU,118,Box Score,,18055,
Mon Mar 11 2019,9:00p,OKC,98,UTA,89,Box Score,,18306,
Mon Mar 11 2019,10:30p,BOS,115,LAC,140,Box Score,,19068,
Tue Mar 12 2019,7:00p,NYK,98,IND,103,Box Score,,16679,
Tue Mar 12 2019,7:00p,CLE,99,PHI,106,Box Score,,20420,
Tue Mar 12 2019,8:00p,LAL,123,CHI,107,Box Score,,21359,
Tue Mar 12 2019,8:00p,SAS,112,DAL,105,Box Score,,20366,
Tue Mar 12 2019,8:00p,MIL,130,NOP,113,Box Score,,15562,
Tue Mar 12 2019,10:30p,MIN,107,DEN,133,Box Score,,16874,
Tue Mar 12 2019,10:30p,POR,125,LAC,104,Box Score,,16686,
Wed Mar 13 2019,7:00p,BRK,96,OKC,108,Box Score,,18203,
Wed Mar 13 2019,7:00p,ORL,90,WAS,100,Box Score,,15107,
Wed Mar 13 2019,7:30p,MEM,111,ATL,132,Box Score,,15169,
Wed Mar 13 2019,7:30p,DET,74,MIA,108,Box Score,,19600,
Wed Mar 13 2019,9:30p,GSW,106,HOU,104,Box Score,,18122,
Wed Mar 13 2019,10:00p,UTA,114,PHO,97,Box Score,,18055,
Thu Mar 14 2019,7:00p,OKC,106,IND,108,Box Score,,16656,
Thu Mar 14 2019,7:00p,CLE,91,ORL,120,Box Score,,18091,
Thu Mar 14 2019,7:30p,SAC,120,BOS,126,Box Score,,18624,
Thu Mar 14 2019,8:00p,LAL,98,TOR,111,Box Score,,19962,
Thu Mar 14 2019,9:00p,MIN,100,UTA,120,Box Score,,18306,
Thu Mar 14 2019,10:30p,DAL,99,DEN,100,Box Score,,19520,
Fri Mar 15 2019,7:00p,LAL,97,DET,111,Box Score,,20768,
Fri Mar 15 2019,7:00p,SAC,114,PHI,123,Box Score,,20704,
Fri Mar 15 2019,7:00p,CHO,116,WAS,110,Box Score,,19520,
Fri Mar 15 2019,8:00p,PHO,102,HOU,108,Box Score,,18055,
Fri Mar 15 2019,8:00p,MIL,113,MIA,98,Box Score,,19600,
Fri Mar 15 2019,8:00p,POR,122,NOP,110,Box Score,,16117,
Fri Mar 15 2019,8:30p,NYK,83,SAS,109,Box Score,,18354,
Fri Mar 15 2019,10:30p,CHI,121,LAC,128,Box Score,,17404,
Sat Mar 16 2019,12:30p,ATL,120,BOS,129,Box Score,,18624,
Sat Mar 16 2019,7:00p,PHO,138,NOP,136,Box Score,OT,17641,
Sat Mar 16 2019,7:00p,MEM,128,WAS,135,Box Score,,19750,
Sat Mar 16 2019,8:30p,CLE,116,DAL,121,Box Score,,20347,
Sat Mar 16 2019,8:30p,GSW,110,OKC,88,Box Score,,18203,
Sat Mar 16 2019,8:30p,POR,103,SAS,108,Box Score,,18354,
Sat Mar 16 2019,9:00p,IND,100,DEN,102,Box Score,,19856,
Sat Mar 16 2019,9:00p,BRK,98,UTA,114,Box Score,,18306,
Sun Mar 17 2019,12:00p,LAL,123,NYK,124,Box Score,,19812,
Sun Mar 17 2019,1:00p,CHO,75,MIA,93,Box Score,,19600,
Sun Mar 17 2019,3:30p,PHI,130,MIL,125,Box Score,,18148,
Sun Mar 17 2019,4:00p,TOR,107,DET,110,Box Score,,19277,
Sun Mar 17 2019,6:00p,ATL,91,ORL,101,Box Score,,18045,
Sun Mar 17 2019,6:00p,CHI,102,SAC,129,Box Score,,17583,
Sun Mar 17 2019,9:00p,MIN,102,HOU,117,Box Score,,18055,
Sun Mar 17 2019,9:00p,BRK,116,LAC,119,Box Score,,17247,
Mon Mar 18 2019,7:00p,DET,119,CLE,126,Box Score,,18465,
Mon Mar 18 2019,7:00p,UTA,116,WAS,95,Box Score,,15637,
Mon Mar 18 2019,7:30p,DEN,114,BOS,105,Box Score,,18624,
Mon Mar 18 2019,7:30p,NYK,92,TOR,128,Box Score,,19800,
Mon Mar 18 2019,8:00p,MIA,116,OKC,107,Box Score,,18203,
Mon Mar 18 2019,8:00p,GSW,105,SAS,111,Box Score,,18354,
Mon Mar 18 2019,8:30p,NOP,129,DAL,125,Box Score,OT,20276,
Mon Mar 18 2019,10:00p,CHI,116,PHO,101,Box Score,,15879,
Mon Mar 18 2019,10:30p,IND,98,POR,106,Box Score,,19393,
Tue Mar 19 2019,7:00p,PHI,118,CHO,114,Box Score,,16411,
Tue Mar 19 2019,7:30p,HOU,121,ATL,105,Box Score,,16293,
Tue Mar 19 2019,8:00p,LAL,101,MIL,115,Box Score,,17879,
Tue Mar 19 2019,8:00p,GSW,117,MIN,107,Box Score,,17964,
Tue Mar 19 2019,10:00p,BRK,123,SAC,121,Box Score,,17583,
Tue Mar 19 2019,10:30p,IND,109,LAC,115,Box Score,,16043,
Wed Mar 20 2019,7:00p,MIL,102,CLE,107,Box Score,,19432,
Wed Mar 20 2019,7:00p,NOP,96,ORL,119,Box Score,,17005,
Wed Mar 20 2019,7:00p,BOS,115,PHI,118,Box Score,,20606,
Wed Mar 20 2019,7:30p,UTA,137,NYK,116,Box Score,,18530,
Wed Mar 20 2019,8:00p,WAS,120,CHI,126,Box Score,OT,19470,
Wed Mar 20 2019,8:00p,HOU,125,MEM,126,Box Score,OT,16691,
Wed Mar 20 2019,8:30p,MIA,110,SAS,105,Box Score,,18354,
Wed Mar 20 2019,9:30p,TOR,123,OKC,114,Box Score,OT,18203,
Wed Mar 20 2019,10:00p,DAL,118,POR,126,Box Score,,19803,
