Date,Start (ET),Visitor,Visitor PTS,Home,Home PTS,,,Attend.,Notes
Thu Oct 25 2018,8:00p,BOS,101,OKC,95,Box Score,,18203,
Thu Oct 25 2018,10:30p,DEN,114,LAL,121,Box Score,,18997,
Fri Oct 26 2018,7:00p,CHI,106,CHO,135,Box Score,,15220,
Fri Oct 26 2018,7:30p,GSW,128,NYK,100,Box Score,,19812,
Fri Oct 26 2018,7:30p,DAL,107,TOR,116,Box Score,,19800,
Fri Oct 26 2018,8:00p,LAC,133,HOU,113,Box Score,,18055,
Fri Oct 26 2018,8:00p,MIL,125,MIN,95,Box Score,,16334,
Fri Oct 26 2018,8:00p,BRK,115,NOP,117,Box Score,,15272,
Fri Oct 26 2018,10:00p,WAS,112,SAC,116,Box Score,,14101,
Sat Oct 27 2018,7:00p,BOS,109,DET,89,Box Score,,18120,
Sat Oct 27 2018,7:00p,UTA,132,NOP,111,Box Score,,16373,
Sat Oct 27 2018,7:30p,CHI,97,ATL,85,Box Score,,15549,
Sat Oct 27 2018,7:30p,IND,119,CLE,107,Box Score,,19432,
Sat Oct 27 2018,7:30p,CHO,103,PHI,105,Box Score,,20203,
Sat Oct 27 2018,8:00p,PHO,96,MEM,117,Box Score,,15926,
Sat Oct 27 2018,8:00p,POR,111,MIA,120,Box Score,,19600,
Sat Oct 27 2018,8:30p,ORL,91,MIL,113,Box Score,,17341,
Sat Oct 27 2018,8:30p,LAL,106,SAS,110,Box Score,,18589,
Sun Oct 28 2018,5:00p,GSW,120,BRK,114,Box Score,,17732,
Sun Oct 28 2018,7:00p,UTA,113,DAL,104,Box Score,,19571,
Sun Oct 28 2018,7:00p,PHO,110,OKC,117,Box Score,,18203,
Sun Oct 28 2018,9:30p,WAS,104,LAC,136,Box Score,,16491,
Mon Oct 29 2018,7:00p,POR,103,IND,93,Box Score,,15788,
Mon Oct 29 2018,7:00p,ATL,92,PHI,113,Box Score,,20269,
Mon Oct 29 2018,7:30p,SAC,123,MIA,113,Box Score,,19600,
Mon Oct 29 2018,7:30p,BRK,96,NYK,115,Box Score,,19221,
Mon Oct 29 2018,8:00p,GSW,149,CHI,124,Box Score,,21076,
Mon Oct 29 2018,8:00p,TOR,109,MIL,124,Box Score,,17341,
Mon Oct 29 2018,8:00p,LAL,120,MIN,124,Box Score,,18978,
Mon Oct 29 2018,8:30p,DAL,108,SAS,113,Box Score,OT,18354,
Mon Oct 29 2018,9:00p,NOP,111,DEN,116,Box Score,,15217,
Tue Oct 30 2018,7:00p,MIA,113,CHO,125,Box Score,,14117,
Tue Oct 30 2018,7:00p,ATL,114,CLE,136,Box Score,,19432,
Tue Oct 30 2018,7:00p,SAC,107,ORL,99,Box Score,,15074,
Tue Oct 30 2018,7:30p,DET,105,BOS,108,Box Score,,18624,
Tue Oct 30 2018,7:30p,PHI,112,TOR,129,Box Score,,19800,
Tue Oct 30 2018,8:00p,POR,104,HOU,85,Box Score,,18055,
Tue Oct 30 2018,8:00p,WAS,95,MEM,107,Box Score,,14106,
Tue Oct 30 2018,8:00p,LAC,110,OKC,128,Box Score,,18203,
Wed Oct 31 2018,7:30p,DET,119,BRK,120,Box Score,OT,12862,
Wed Oct 31 2018,8:00p,DEN,108,CHI,107,Box Score,OT,19027,
Wed Oct 31 2018,8:00p,UTA,125,MIN,128,Box Score,,10079,
Wed Oct 31 2018,8:00p,IND,107,NYK,101,Box Score,,18295,
Wed Oct 31 2018,10:30p,NOP,121,GSW,131,Box Score,,19596,
Wed Oct 31 2018,10:30p,DAL,113,LAL,114,Box Score,,18997,
Wed Oct 31 2018,10:30p,SAS,120,PHO,90,Box Score,,12328,
Thu Nov 1 2018,7:00p,OKC,111,CHO,107,Box Score,,14583,
Thu Nov 1 2018,7:00p,DEN,110,CLE,91,Box Score,,19432,
Thu Nov 1 2018,7:00p,LAC,113,PHI,122,Box Score,,20246,
Thu Nov 1 2018,7:30p,SAC,146,ATL,115,Box Score,,12095,
Thu Nov 1 2018,8:00p,MIL,113,BOS,117,Box Score,,18624,
Thu Nov 1 2018,10:30p,NOP,119,POR,132,Box Score,,18921,
Fri Nov 2 2018,7:00p,LAC,120,ORL,95,Box Score,,15953,
Fri Nov 2 2018,7:30p,HOU,119,BRK,111,Box Score,,14013,
Fri Nov 2 2018,8:00p,IND,107,CHI,105,Box Score,,19704,
Fri Nov 2 2018,8:00p,OKC,134,WAS,111,Box Score,,20409,
Fri Nov 2 2018,8:30p,NYK,118,DAL,106,Box Score,,20008,
Fri Nov 2 2018,9:00p,MEM,110,UTA,100,Box Score,,18306,
Fri Nov 2 2018,10:00p,TOR,107,PHO,98,Box Score,,15843,
Fri Nov 2 2018,10:30p,MIN,99,GSW,116,Box Score,,19596,
Sat Nov 3 2018,1:00p,DET,99,PHI,109,Box Score,,20289,
Sat Nov 3 2018,7:00p,CLE,94,CHO,126,Box Score,,16221,
Sat Nov 3 2018,7:00p,BOS,101,IND,102,Box Score,,17505,
Sat Nov 3 2018,7:30p,MIA,118,ATL,123,Box Score,,16303,
Sat Nov 3 2018,8:00p,HOU,96,CHI,88,Box Score,,20505,
Sat Nov 3 2018,8:30p,NOP,95,SAS,109,Box Score,,18354,
Sat Nov 3 2018,9:00p,UTA,88,DEN,103,Box Score,,19520,
Sat Nov 3 2018,10:00p,LAL,114,POR,110,Box Score,,19848,
Sun Nov 4 2018,3:30p,SAC,109,MIL,144,Box Score,,17341,
Sun Nov 4 2018,6:00p,PHI,97,BRK,122,Box Score,,12826,
Sun Nov 4 2018,6:00p,NYK,95,WAS,108,Box Score,,16679,
Sun Nov 4 2018,7:00p,ORL,117,SAS,110,Box Score,,18354,
Sun Nov 4 2018,8:00p,MEM,100,PHO,102,Box Score,,13074,
Sun Nov 4 2018,9:00p,MIN,81,POR,111,Box Score,,19522,
Sun Nov 4 2018,9:30p,TOR,121,LAL,107,Box Score,,18997,
Mon Nov 5 2018,7:00p,MIA,120,DET,115,Box Score,OT,14148,
Mon Nov 5 2018,7:00p,HOU,98,IND,94,Box Score,,14735,
Mon Nov 5 2018,7:00p,CLE,100,ORL,102,Box Score,,15009,
Mon Nov 5 2018,7:30p,CHI,116,NYK,115,Box Score,2OT,19812,
Mon Nov 5 2018,8:00p,NOP,116,OKC,122,Box Score,,18203,
Mon Nov 5 2018,9:00p,BOS,107,DEN,115,Box Score,,19520,
Mon Nov 5 2018,9:00p,TOR,124,UTA,111,Box Score,,18306,
Mon Nov 5 2018,10:30p,MEM,101,GSW,117,Box Score,,19596,
Mon Nov 5 2018,10:30p,MIN,109,LAC,120,Box Score,,16564,
Tue Nov 6 2018,7:00p,ATL,102,CHO,113,Box Score,,13955,
Tue Nov 6 2018,8:30p,WAS,100,DAL,119,Box Score,,19234,
Tue Nov 6 2018,9:00p,BRK,104,PHO,82,Box Score,,14205,
Tue Nov 6 2018,10:00p,MIL,103,POR,118,Box Score,,19512,
Wed Nov 7 2018,7:00p,OKC,95,CLE,86,Box Score,,19432,
Wed Nov 7 2018,7:00p,DET,103,ORL,96,Box Score,,16103,
Wed Nov 7 2018,7:30p,NYK,112,ATL,107,Box Score,,12412,
Wed Nov 7 2018,7:30p,SAS,88,MIA,95,Box Score,,19600,
Wed Nov 7 2018,8:00p,PHI,100,IND,94,Box Score,,16434,
Wed Nov 7 2018,8:00p,DEN,87,MEM,89,Box Score,,15832,
Wed Nov 7 2018,8:00p,CHI,98,NOP,107,Box Score,,15514,
Wed Nov 7 2018,9:00p,DAL,102,UTA,117,Box Score,,18306,
Wed Nov 7 2018,10:00p,TOR,114,SAC,105,Box Score,,17583,
Wed Nov 7 2018,10:30p,MIN,110,LAL,114,Box Score,,18997,
Thu Nov 8 2018,8:00p,HOU,80,OKC,98,Box Score,,18203,
Thu Nov 8 2018,9:00p,BOS,116,PHO,109,Box Score,OT,17359,
Thu Nov 8 2018,10:00p,LAC,105,POR,116,Box Score,,19170,
Thu Nov 8 2018,10:30p,MIL,134,GSW,111,Box Score,,19596,
Fri Nov 9 2018,7:00p,WAS,108,ORL,117,Box Score,,16562,
Fri Nov 9 2018,7:00p,CHO,132,PHI,133,Box Score,OT,20424,
Fri Nov 9 2018,7:30p,DET,124,ATL,109,Box Score,,14759,
Fri Nov 9 2018,8:00p,IND,110,MIA,102,Box Score,,19600,
Fri Nov 9 2018,9:00p,BRK,112,DEN,110,Box Score,,19520,
Fri Nov 9 2018,9:30p,BOS,115,UTA,123,Box Score,,18306,
Fri Nov 9 2018,10:00p,MIN,110,SAC,121,Box Score,,17583,
Sat Nov 10 2018,3:00p,NYK,112,TOR,128,Box Score,,19800,
Sat Nov 10 2018,3:30p,MIL,126,LAC,128,Box Score,OT,17486,
Sat Nov 10 2018,7:00p,PHO,99,NOP,119,Box Score,,15222,
Sat Nov 10 2018,8:00p,CLE,98,CHI,99,Box Score,,21506,
Sat Nov 10 2018,8:00p,PHI,106,MEM,112,Box Score,OT,16904,
Sat Nov 10 2018,8:00p,WAS,116,MIA,110,Box Score,,19600,
Sat Nov 10 2018,8:30p,BRK,100,GSW,116,Box Score,,19596,
Sat Nov 10 2018,8:30p,HOU,89,SAS,96,Box Score,,18354,
Sat Nov 10 2018,9:00p,OKC,96,DAL,111,Box Score,,19818,
Sat Nov 10 2018,10:00p,LAL,101,SAC,86,Box Score,,17583,
Sun Nov 11 2018,3:30p,CHO,113,DET,103,Box Score,,15133,
Sun Nov 11 2018,7:00p,IND,103,HOU,115,Box Score,,18055,
Sun Nov 11 2018,7:30p,ORL,115,NYK,89,Box Score,,19812,
Sun Nov 11 2018,8:00p,MIL,121,DEN,114,Box Score,,19520,
Sun Nov 11 2018,9:00p,BOS,94,POR,100,Box Score,,19712,
Sun Nov 11 2018,9:30p,ATL,106,LAL,107,Box Score,,18997,
Mon Nov 12 2018,7:00p,ORL,109,WAS,117,Box Score,,15346,
Mon Nov 12 2018,7:30p,PHI,124,MIA,114,Box Score,,19600,
Mon Nov 12 2018,7:30p,NOP,126,TOR,110,Box Score,,19800,
Mon Nov 12 2018,8:00p,DAL,103,CHI,98,Box Score,,19012,
Mon Nov 12 2018,8:00p,UTA,96,MEM,88,Box Score,,13477,
Mon Nov 12 2018,8:00p,BRK,113,MIN,120,Box Score,,10186,
Mon Nov 12 2018,8:00p,PHO,101,OKC,118,Box Score,,18203,
Mon Nov 12 2018,10:00p,SAS,99,SAC,104,Box Score,,15500,
Mon Nov 12 2018,10:30p,GSW,116,LAC,121,Box Score,OT,19068,
Tue Nov 13 2018,7:00p,CHO,89,CLE,113,Box Score,,19432,
Tue Nov 13 2018,9:00p,HOU,109,DEN,99,Box Score,,16741,
Tue Nov 13 2018,10:30p,ATL,103,GSW,110,Box Score,,19596,
Wed Nov 14 2018,7:00p,PHI,106,ORL,111,Box Score,,15921,
Wed Nov 14 2018,7:00p,CLE,95,WAS,119,Box Score,,14537,
Wed Nov 14 2018,7:30p,CHI,82,BOS,111,Box Score,,18624,
Wed Nov 14 2018,7:30p,MIA,120,BRK,107,Box Score,,13317,
Wed Nov 14 2018,7:30p,DET,106,TOR,104,Box Score,,19800,
Wed Nov 14 2018,8:00p,MEM,116,MIL,113,Box Score,,16817,
Wed Nov 14 2018,8:00p,NOP,100,MIN,107,Box Score,,11636,
Wed Nov 14 2018,8:00p,NYK,103,OKC,128,Box Score,,18203,
Wed Nov 14 2018,8:30p,UTA,68,DAL,118,Box Score,,19371,
Wed Nov 14 2018,9:00p,SAS,96,PHO,116,Box Score,,14532,
Wed Nov 14 2018,10:30p,POR,117,LAL,126,Box Score,,18997,
Thu Nov 15 2018,8:00p,GSW,86,HOU,107,Box Score,,18055,
Thu Nov 15 2018,9:00p,ATL,93,DEN,138,Box Score,,15103,
Thu Nov 15 2018,10:30p,SAS,111,LAC,116,Box Score,,17463,
Fri Nov 16 2018,7:00p,TOR,116,BOS,123,Box Score,OT,18624,
Fri Nov 16 2018,7:00p,MIA,91,IND,99,Box Score,,17923,
Fri Nov 16 2018,7:00p,UTA,107,PHI,113,Box Score,,20485,
Fri Nov 16 2018,7:00p,BRK,115,WAS,104,Box Score,,15102,
Fri Nov 16 2018,8:00p,SAC,104,MEM,112,Box Score,,13811,
Fri Nov 16 2018,8:00p,POR,96,MIN,112,Box Score,,18978,
Fri Nov 16 2018,8:00p,NYK,124,NOP,129,Box Score,,14717,
Fri Nov 16 2018,9:30p,CHI,104,MIL,123,Box Score,,17341,
Sat Nov 17 2018,6:00p,LAC,127,BRK,119,Box Score,,12944,
Sat Nov 17 2018,7:00p,PHI,122,CHO,119,Box Score,OT,19426,
Sat Nov 17 2018,7:00p,ATL,89,IND,97,Box Score,,17491,
Sat Nov 17 2018,7:00p,DEN,115,NOP,125,Box Score,,15408,
Sat Nov 17 2018,7:00p,LAL,117,ORL,130,Box Score,,19249,
Sat Nov 17 2018,7:30p,UTA,98,BOS,86,Box Score,,18624,
Sat Nov 17 2018,8:00p,TOR,122,CHI,83,Box Score,,21263,
Sat Nov 17 2018,8:00p,SAC,112,HOU,132,Box Score,,18055,
Sat Nov 17 2018,8:30p,GSW,109,DAL,112,Box Score,,20260,
Sat Nov 17 2018,9:00p,OKC,110,PHO,100,Box Score,,16376,
Sun Nov 18 2018,3:30p,MEM,100,MIN,87,Box Score,,13179,
Sun Nov 18 2018,6:00p,LAL,113,MIA,97,Box Score,,19686,
Sun Nov 18 2018,6:00p,NYK,117,ORL,131,Box Score,,15898,
Sun Nov 18 2018,6:00p,POR,119,WAS,109,Box Score,,16647,
Sun Nov 18 2018,7:00p,GSW,92,SAS,104,Box Score,,18354,
Mon Nov 19 2018,7:00p,BOS,112,CHO,117,Box Score,,18040,
Mon Nov 19 2018,7:00p,CLE,102,DET,113,Box Score,,15769,
Mon Nov 19 2018,7:00p,UTA,94,IND,121,Box Score,,17000,
Mon Nov 19 2018,7:00p,PHO,114,PHI,119,Box Score,,20459,
Mon Nov 19 2018,7:30p,LAC,127,ATL,119,Box Score,,14323,
Mon Nov 19 2018,8:00p,DAL,88,MEM,98,Box Score,,15997,
Mon Nov 19 2018,8:00p,DEN,98,MIL,104,Box Score,,17341,
Mon Nov 19 2018,8:00p,SAS,126,NOP,140,Box Score,,14675,
Mon Nov 19 2018,10:00p,OKC,113,SAC,117,Box Score,,16250,
Tue Nov 20 2018,7:00p,TOR,93,ORL,91,Box Score,,16016,
Tue Nov 20 2018,7:00p,LAC,118,WAS,125,Box Score,,14499,
Tue Nov 20 2018,7:30p,BRK,104,MIA,92,Box Score,,19600,
Tue Nov 20 2018,7:30p,POR,118,NYK,114,Box Score,,19812,
Wed Nov 21 2018,7:00p,IND,109,CHO,127,Box Score,,15913,
Wed Nov 21 2018,7:00p,NOP,120,PHI,121,Box Score,,20352,
Wed Nov 21 2018,7:30p,TOR,124,ATL,108,Box Score,,15058,
Wed Nov 21 2018,7:30p,NYK,117,BOS,109,Box Score,,18624,
Wed Nov 21 2018,8:00p,PHO,116,CHI,124,Box Score,,19014,
Wed Nov 21 2018,8:00p,LAL,109,CLE,105,Box Score,,19432,
Wed Nov 21 2018,8:00p,DET,124,HOU,126,Box Score,,18055,
Wed Nov 21 2018,8:00p,POR,100,MIL,143,Box Score,,17591,
Wed Nov 21 2018,8:00p,DEN,103,MIN,101,Box Score,,15086,
Wed Nov 21 2018,8:30p,BRK,113,DAL,119,Box Score,,19926,
Wed Nov 21 2018,8:30p,MEM,104,SAS,103,Box Score,,18354,
Wed Nov 21 2018,9:00p,SAC,119,UTA,110,Box Score,,18306,
Wed Nov 21 2018,10:30p,OKC,123,GSW,95,Box Score,,19596,
Fri Nov 23 2018,12:00p,MIN,112,BRK,102,Box Score,,12814,
Fri Nov 23 2018,3:30p,MEM,107,LAC,112,Box Score,OT,15418,
Fri Nov 23 2018,7:00p,HOU,111,DET,116,Box Score,OT,17268,
Fri Nov 23 2018,7:30p,BOS,114,ATL,96,Box Score,,15017,
Fri Nov 23 2018,7:30p,NOP,109,NYK,114,Box Score,,18948,
Fri Nov 23 2018,7:30p,CLE,121,PHI,112,Box Score,,20524,
Fri Nov 23 2018,7:30p,WAS,107,TOR,125,Box Score,,19800,
Fri Nov 23 2018,8:00p,MIA,103,CHI,96,Box Score,,20935,
Fri Nov 23 2018,8:00p,SAS,111,IND,100,Box Score,,17262,
Fri Nov 23 2018,8:00p,CHO,104,OKC,109,Box Score,,18203,
Fri Nov 23 2018,8:30p,PHO,116,MIL,114,Box Score,,17852,
Fri Nov 23 2018,9:00p,ORL,87,DEN,112,Box Score,,19520,
Fri Nov 23 2018,10:30p,POR,97,GSW,125,Box Score,,19596,
Fri Nov 23 2018,10:30p,UTA,83,LAL,90,Box Score,,18997,
Sat Nov 24 2018,7:30p,HOU,108,CLE,117,Box Score,,19432,
Sat Nov 24 2018,8:00p,CHI,96,MIN,111,Box Score,,17119,
Sat Nov 24 2018,8:00p,DEN,105,OKC,98,Box Score,,18203,
Sat Nov 24 2018,8:00p,NOP,114,WAS,124,Box Score,,15165,
Sat Nov 24 2018,8:30p,BOS,104,DAL,113,Box Score,,20226,
Sat Nov 24 2018,8:30p,SAC,116,GSW,117,Box Score,,19596,
Sat Nov 24 2018,8:30p,SAS,129,MIL,135,Box Score,,17559,
Sun Nov 25 2018,3:30p,ORL,108,LAL,104,Box Score,,18997,
Sun Nov 25 2018,4:00p,PHO,107,DET,118,Box Score,,14413,
Sun Nov 25 2018,6:00p,CHO,123,ATL,124,Box Score,,12977,
Sun Nov 25 2018,6:00p,PHI,127,BRK,125,Box Score,,15217,
Sun Nov 25 2018,6:00p,NYK,103,MEM,98,Box Score,,14331,
Sun Nov 25 2018,6:00p,MIA,115,TOR,125,Box Score,,19800,
Sun Nov 25 2018,8:00p,UTA,133,SAC,112,Box Score,,16048,
Sun Nov 25 2018,9:00p,LAC,104,POR,100,Box Score,,19138,
Mon Nov 26 2018,7:00p,MIL,107,CHO,110,Box Score,,13805,
Mon Nov 26 2018,7:00p,MIN,102,CLE,95,Box Score,,19432,
Mon Nov 26 2018,7:00p,HOU,131,WAS,135,Box Score,OT,16872,
Mon Nov 26 2018,8:00p,SAS,108,CHI,107,Box Score,,19006,
Mon Nov 26 2018,8:00p,BOS,124,NOP,107,Box Score,,15189,
Mon Nov 26 2018,9:00p,IND,121,UTA,88,Box Score,,18306,
Mon Nov 26 2018,10:30p,ORL,110,GSW,116,Box Score,,19596,
Tue Nov 27 2018,7:00p,NYK,108,DET,115,Box Score,,13935,
Tue Nov 27 2018,7:30p,ATL,115,MIA,113,Box Score,,19600,
Tue Nov 27 2018,8:00p,TOR,122,MEM,114,Box Score,,14187,
Tue Nov 27 2018,9:00p,LAL,85,DEN,117,Box Score,,19583,
Tue Nov 27 2018,9:00p,IND,109,PHO,104,Box Score,,13038,
Wed Nov 28 2018,7:00p,ATL,94,CHO,108,Box Score,,12971,
Wed Nov 28 2018,7:00p,NYK,91,PHI,117,Box Score,,20274,
Wed Nov 28 2018,7:30p,UTA,101,BRK,91,Box Score,,12928,
Wed Nov 28 2018,8:00p,DAL,128,HOU,108,Box Score,,18055,
Wed Nov 28 2018,8:00p,CHI,113,MIL,116,Box Score,,16660,
Wed Nov 28 2018,8:00p,SAS,89,MIN,128,Box Score,,11023,
Wed Nov 28 2018,8:00p,WAS,104,NOP,125,Box Score,,13570,
Wed Nov 28 2018,8:00p,CLE,83,OKC,100,Box Score,,18203,
Wed Nov 28 2018,10:00p,ORL,112,POR,115,Box Score,,18865,
Wed Nov 28 2018,10:30p,PHO,99,LAC,115,Box Score,,16372,
Thu Nov 29 2018,8:00p,GSW,128,TOR,131,Box Score,OT,20073,
Thu Nov 29 2018,10:30p,IND,96,LAL,104,Box Score,,18997,
Thu Nov 29 2018,10:30p,LAC,133,SAC,121,Box Score,,17583,
Fri Nov 30 2018,7:00p,CLE,95,BOS,128,Box Score,,18624,
Fri Nov 30 2018,7:00p,UTA,119,CHO,111,Box Score,,15812,
Fri Nov 30 2018,7:00p,CHI,88,DET,107,Box Score,,15372,
Fri Nov 30 2018,7:00p,WAS,98,PHI,123,Box Score,,20400,
Fri Nov 30 2018,7:30p,MEM,131,BRK,125,Box Score,2OT,12983,
Fri Nov 30 2018,8:00p,NOP,101,MIA,106,Box Score,,19600,
Fri Nov 30 2018,8:00p,ATL,109,OKC,124,Box Score,,18203,
Fri Nov 30 2018,8:00p,HOU,136,SAS,105,Box Score,,18354,
Fri Nov 30 2018,9:00p,ORL,99,PHO,85,Box Score,,13228,
Fri Nov 30 2018,10:30p,DAL,103,LAL,114,Box Score,,18997,
Fri Nov 30 2018,10:30p,DEN,113,POR,112,Box Score,,19459,
Sat Dec 1 2018,5:00p,MIL,134,NYK,136,Box Score,OT,19812,
Sat Dec 1 2018,7:00p,GSW,102,DET,111,Box Score,,20332,
Sat Dec 1 2018,7:00p,BRK,88,WAS,102,Box Score,,15448,
Sat Dec 1 2018,8:00p,TOR,106,CLE,95,Box Score,,19432,
Sat Dec 1 2018,8:00p,CHI,105,HOU,121,Box Score,,18055,
Sat Dec 1 2018,8:00p,BOS,118,MIN,109,Box Score,,17663,
Sat Dec 1 2018,10:00p,IND,110,SAC,111,Box Score,,17583,
Sun Dec 2 2018,3:30p,PHO,96,LAL,120,Box Score,,18997,
Sun Dec 2 2018,5:00p,NOP,119,CHO,109,Box Score,,15336,
Sun Dec 2 2018,6:00p,UTA,100,MIA,102,Box Score,,19600,
Sun Dec 2 2018,6:00p,MEM,95,PHI,103,Box Score,,20334,
Sun Dec 2 2018,7:00p,LAC,110,DAL,114,Box Score,,19551,
Sun Dec 2 2018,7:00p,POR,118,SAS,131,Box Score,,18354,
Mon Dec 3 2018,7:00p,OKC,110,DET,83,Box Score,,14372,
Mon Dec 3 2018,7:30p,GSW,128,ATL,111,Box Score,,16631,
Mon Dec 3 2018,7:30p,CLE,99,BRK,97,Box Score,,10983,
Mon Dec 3 2018,7:30p,WAS,110,NYK,107,Box Score,,19440,
Mon Dec 3 2018,7:30p,DEN,106,TOR,103,Box Score,,19800,
Mon Dec 3 2018,8:00p,HOU,91,MIN,103,Box Score,,13834,
Mon Dec 3 2018,8:00p,LAC,129,NOP,126,Box Score,,13822,
Tue Dec 4 2018,7:00p,CHI,90,IND,96,Box Score,,16446,
Tue Dec 4 2018,7:30p,ORL,105,MIA,90,Box Score,,19600,
Tue Dec 4 2018,8:30p,POR,102,DAL,111,Box Score,,19341,
Tue Dec 4 2018,9:00p,SAC,122,PHO,105,Box Score,,12977,
Tue Dec 4 2018,9:00p,SAS,105,UTA,139,Box Score,,18306,
Wed Dec 5 2018,7:00p,GSW,129,CLE,105,Box Score,,19432,
Wed Dec 5 2018,7:00p,DEN,124,ORL,118,Box Score,OT,16636,
Wed Dec 5 2018,7:30p,WAS,131,ATL,117,Box Score,,12551,
